捞抚,惫,康,荐,苞,乞闭,切痢
切积5722,33.0,19.0,69.0,65.0,46.5,F
切积5723,46.0,56.0,39.0,24.0,41.25,F
切积5724,70.0,41.0,86.0,93.0,72.5,C
切积5725,20.0,88.0,73.0,46.0,56.75,F
切积5726,63.0,60.0,55.0,70.0,62.0,F
切积5727,21.0,50.0,55.0,88.0,53.5,F
切积5728,98.0,90.0,88.0,64.0,85.0,B
切积5729,88.0,90.0,62.0,72.0,78.0,C
切积5730,92.0,70.0,75.0,85.0,80.5,B
切积5731,63.0,60.0,31.0,70.0,56.0,F
切积5732,54.0,50.0,23.0,88.0,53.75,F
切积5733,64.0,54.0,73.0,83.0,68.5,F
切积5734,89.0,36.0,63.0,14.0,50.5,F
切积5735,83.0,26.0,81.0,98.0,72.0,C
切积5736,18.0,51.0,17.0,6.0,23.0,F
切积5737,46.0,56.0,39.0,24.0,41.25,F
切积5738,70.0,41.0,86.0,93.0,72.5,C
切积5739,20.0,88.0,73.0,46.0,56.75,F
切积5740,63.0,60.0,55.0,70.0,62.0,F
切积5741,21.0,50.0,55.0,88.0,53.5,F
切积5742,98.0,90.0,88.0,64.0,85.0,B
切积5743,88.0,90.0,62.0,72.0,78.0,C
切积5744,46.0,56.0,39.0,24.0,41.25,F
切积5745,70.0,41.0,86.0,93.0,72.5,C
切积5746,20.0,88.0,73.0,46.0,56.75,F
切积5747,63.0,60.0,55.0,70.0,62.0,F
切积5748,21.0,50.0,55.0,88.0,53.5,F
切积5749,98.0,90.0,88.0,64.0,85.0,B
切积5750,88.0,90.0,62.0,72.0,78.0,C
切积5751,92.0,70.0,75.0,85.0,80.5,B
切积5752,63.0,60.0,31.0,70.0,56.0,F
切积5753,54.0,50.0,23.0,88.0,53.75,F
切积5754,64.0,54.0,73.0,83.0,68.5,F
切积5755,89.0,36.0,63.0,14.0,50.5,F
切积5756,83.0,26.0,81.0,98.0,72.0,C
切积5757,18.0,51.0,17.0,6.0,23.0,F
切积5758,46.0,56.0,39.0,24.0,41.25,F
切积5759,70.0,41.0,86.0,93.0,72.5,C
切积5760,20.0,88.0,73.0,46.0,56.75,F
切积5761,63.0,60.0,55.0,70.0,62.0,F
切积5762,21.0,50.0,55.0,88.0,53.5,F
切积5763,98.0,90.0,88.0,64.0,85.0,B
切积5764,88.0,90.0,62.0,72.0,78.0,C
切积5765,92.0,70.0,75.0,85.0,80.5,B
切积5766,63.0,60.0,31.0,70.0,56.0,F
切积5767,54.0,50.0,23.0,88.0,53.75,F
切积5768,64.0,54.0,73.0,83.0,68.5,F
切积5769,89.0,36.0,63.0,14.0,50.5,F
切积5770,83.0,26.0,81.0,98.0,72.0,C
切积5771,18.0,51.0,17.0,6.0,23.0,F
切积5772,69.0,66.0,39.0,59.0,58.25,F
切积5773,25.0,19.0,37.0,45.0,31.5,F
切积5774,21.0,82.0,20.0,20.0,35.75,F
切积5775,7.0,11.0,57.0,74.0,37.25,F
切积5776,23.0,32.0,52.0,99.0,51.5,F
切积5777,97.0,87.0,30.0,66.0,70.0,C
切积5778,53.0,32.0,23.0,28.0,34.0,F
切积5779,14.0,45.0,73.0,30.0,40.5,F
切积5780,12.0,52.0,44.0,37.0,36.25,F
切积5781,46.0,56.0,39.0,24.0,41.25,F
切积5782,70.0,41.0,86.0,93.0,72.5,C
切积5783,20.0,88.0,73.0,46.0,56.75,F
切积5784,63.0,60.0,55.0,70.0,62.0,F
切积5785,21.0,50.0,55.0,88.0,53.5,F
切积5786,98.0,90.0,88.0,64.0,85.0,B
切积5787,88.0,90.0,62.0,72.0,78.0,C
切积5788,92.0,70.0,75.0,85.0,80.5,B
切积5789,63.0,60.0,31.0,70.0,56.0,F
切积5790,54.0,50.0,23.0,88.0,53.75,F
切积5791,64.0,54.0,73.0,83.0,68.5,F
切积5792,89.0,36.0,63.0,14.0,50.5,F
切积5793,83.0,26.0,81.0,98.0,72.0,C
切积5794,18.0,51.0,17.0,6.0,23.0,F
切积5795,75.0,38.0,94.0,50.0,64.25,F
切积5796,58.0,74.0,56.0,27.0,53.75,F
切积5797,52.0,86.0,55.0,51.0,61.0,F
切积5798,62.0,24.0,72.0,24.0,45.5,F
切积5799,71.0,21.0,21.0,89.0,50.5,F
切积5800,95.0,67.0,17.0,86.0,66.25,F
切积5801,62.0,71.0,88.0,95.0,79.0,C
切积5802,46.0,56.0,39.0,24.0,41.25,F
切积5803,70.0,41.0,86.0,93.0,72.5,C
切积5804,20.0,88.0,73.0,46.0,56.75,F
切积5805,63.0,60.0,55.0,70.0,62.0,F
切积5806,21.0,50.0,55.0,88.0,53.5,F
切积5807,98.0,90.0,88.0,64.0,85.0,B
切积5808,46.0,56.0,39.0,24.0,41.25,F
切积5809,70.0,41.0,86.0,93.0,72.5,C
切积5810,20.0,88.0,73.0,46.0,56.75,F
切积5811,63.0,60.0,55.0,70.0,62.0,F
切积5812,21.0,50.0,55.0,88.0,53.5,F
切积5813,98.0,90.0,88.0,64.0,85.0,B
切积5814,88.0,90.0,62.0,72.0,78.0,C
切积5815,92.0,70.0,75.0,85.0,80.5,B
切积5816,63.0,60.0,31.0,70.0,56.0,F
切积5817,54.0,50.0,23.0,88.0,53.75,F
切积5818,64.0,54.0,73.0,83.0,68.5,F
切积5819,89.0,36.0,63.0,14.0,50.5,F
切积5820,83.0,26.0,81.0,98.0,72.0,C
切积5821,18.0,51.0,17.0,6.0,23.0,F
切积5822,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5823,88.0,90.0,62.0,72.0,78.0,C
切积5824,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5825,63.0,60.0,31.0,70.0,56.0,F
切积5826,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积5827,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5828,88.0,90.0,62.0,72.0,78.0,C
切积5829,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5830,63.0,60.0,31.0,70.0,56.0,F
切积5831,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积5832,56.0,49.0,90.0,44.0,59.75,F
切积5833,34.0,28.0,16.0,0.0,19.5,F
切积5834,37.0,13.0,9.0,41.0,25.0,F
切积5835,14.0,17.0,21.0,77.0,32.25,F
切积5836,37.0,20.0,3.0,77.0,34.25,F
切积5837,19.0,97.0,28.0,77.0,55.25,F
切积5838,57.0,85.0,33.0,84.0,64.75,F
切积5839,10.0,21.0,67.0,54.0,38.0,F
切积5840,79.0,74.0,14.0,59.0,56.5,F
切积5841,96.0,67.0,66.0,48.0,69.25,F
切积5842,46.0,25.0,54.0,56.0,45.25,F
切积5843,66.0,32.0,77.0,24.0,49.75,F
切积5844,46.0,25.0,2.0,12.0,21.25,F
切积5845,26.0,10.0,49.0,74.0,39.75,F
切积5846,97.0,68.0,65.0,33.0,65.75,F
切积5847,86.0,70.0,99.0,45.0,75.0,C
切积5848,31.0,62.0,37.0,82.0,53.0,F
切积5849,43.0,88.0,11.0,56.0,49.5,F
切积5850,6.0,98.0,96.0,74.0,68.5,F
切积5851,41.0,75.0,8.0,22.0,36.5,F
切积5852,29.0,45.0,94.0,70.0,59.5,F
切积5853,83.0,84.0,32.0,91.0,72.5,C
切积5854,91.0,1.0,53.0,32.0,44.25,F
切积5855,89.0,59.0,10.0,29.0,46.75,F
切积5856,84.0,58.0,70.0,25.0,59.25,F
切积5857,96.0,95.0,10.0,4.0,51.25,F
切积5858,83.0,7.0,64.0,9.0,40.75,F
切积5859,67.0,38.0,63.0,26.0,48.5,F
切积5860,50.0,72.0,14.0,86.0,55.5,F
切积5861,60.0,28.0,49.0,59.0,49.0,F
切积5862,71.0,11.0,49.0,62.0,48.25,F
切积5863,32.0,63.0,31.0,96.0,55.5,F
切积5864,72.0,6.0,73.0,22.0,43.25,F
切积5865,29.0,93.0,2.0,85.0,52.25,F
切积5866,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积5867,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5868,88.0,90.0,62.0,72.0,78.0,C
切积5869,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5870,63.0,60.0,31.0,70.0,56.0,F
切积5871,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积5872,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5873,88.0,90.0,62.0,72.0,78.0,C
切积5874,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5875,63.0,60.0,31.0,70.0,56.0,F
切积5876,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积5877,64.0,3.0,73.0,83.0,55.75,F
切积5878,78.0,58.0,20.0,47.0,50.75,F
切积5879,13.0,82.0,57.0,1.0,38.25,F
切积5880,4.0,11.0,81.0,76.0,43.0,F
切积5881,3.0,25.0,26.0,67.0,30.25,F
切积5882,96.0,78.0,1.0,6.0,45.25,F
切积5883,78.0,31.0,70.0,91.0,67.5,F
切积5884,4.0,63.0,59.0,23.0,37.25,F
切积5885,29.0,67.0,49.0,28.0,43.25,F
切积5886,93.0,56.0,63.0,55.0,66.75,F
切积5887,57.0,65.0,12.0,47.0,45.25,F
切积5888,20.0,74.0,56.0,17.0,41.75,F
切积5889,6.0,61.0,0.0,20.0,21.75,F
切积5890,3.0,11.0,83.0,45.0,35.5,F
切积5891,4.0,82.0,88.0,69.0,60.75,F
切积5892,62.0,5.0,92.0,67.0,56.5,F
切积5893,4.0,12.0,73.0,73.0,40.5,F
切积5894,84.0,58.0,70.0,25.0,59.25,F
切积5895,96.0,95.0,10.0,4.0,51.25,F
切积5896,83.0,7.0,64.0,9.0,40.75,F
切积5897,67.0,38.0,63.0,26.0,48.5,F
切积5898,50.0,72.0,14.0,86.0,55.5,F
切积5899,60.0,28.0,49.0,59.0,49.0,F
切积5900,71.0,11.0,49.0,62.0,48.25,F
切积5901,32.0,63.0,31.0,96.0,55.5,F
切积5902,72.0,6.0,73.0,22.0,43.25,F
切积5903,29.0,93.0,2.0,85.0,52.25,F
切积5904,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积5905,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5906,88.0,90.0,62.0,72.0,78.0,C
切积5907,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5908,63.0,60.0,31.0,70.0,56.0,F
切积5909,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积5910,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5911,88.0,90.0,62.0,72.0,78.0,C
切积5912,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积5913,63.0,60.0,31.0,70.0,56.0,F
切积5914,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积5915,64.0,3.0,73.0,83.0,55.75,F
切积5916,83.0,91.0,32.0,99.0,76.25,C
切积5917,5.0,55.0,11.0,65.0,34.0,F
切积5918,7.0,40.0,10.0,3.0,15.0,F
切积5919,55.0,46.0,74.0,35.0,52.5,F
切积5920,97.0,70.0,20.0,27.0,53.5,F
切积5921,92.0,61.0,42.0,88.0,70.75,C
切积5922,16.0,10.0,41.0,55.0,30.5,F
切积5923,47.0,33.0,64.0,65.0,52.25,F
切积5924,14.0,40.0,90.0,41.0,46.25,F
切积5925,3.0,74.0,48.0,49.0,43.5,F
切积5926,52.0,64.0,68.0,85.0,67.25,F
切积5927,26.0,87.0,93.0,36.0,60.5,F
切积5928,30.0,51.0,30.0,62.0,43.25,F
切积5929,72.0,44.0,80.0,13.0,52.25,F
切积5930,35.0,49.0,30.0,41.0,38.75,F
切积5931,52.0,60.0,1.0,14.0,31.75,F
切积5932,12.0,65.0,86.0,76.0,59.75,F
切积5933,79.0,21.0,11.0,41.0,38.0,F
切积5934,13.0,33.0,72.0,92.0,52.5,F
切积5935,57.0,68.0,33.0,33.0,47.75,F
切积5936,48.0,44.0,37.0,83.0,53.0,F
切积5937,66.0,88.0,81.0,66.0,75.25,C
切积5938,44.0,15.0,44.0,46.0,37.25,F
切积5939,99.0,2.0,96.0,90.0,71.75,C
切积5940,57.0,4.0,12.0,85.0,39.5,F
切积5941,4.0,77.0,57.0,83.0,55.25,F
切积5942,74.0,23.0,52.0,64.0,53.25,F
切积5943,84.0,58.0,70.0,25.0,59.25,F
切积5944,96.0,95.0,10.0,4.0,51.25,F
切积5945,83.0,7.0,64.0,9.0,40.75,F
切积5946,67.0,38.0,63.0,26.0,48.5,F
切积5947,50.0,72.0,14.0,86.0,55.5,F
切积5948,60.0,28.0,49.0,59.0,49.0,F
切积5949,71.0,11.0,49.0,62.0,48.25,F
切积5950,32.0,63.0,31.0,96.0,55.5,F
切积5951,72.0,6.0,73.0,22.0,43.25,F
切积5952,29.0,93.0,2.0,85.0,52.25,F
切积5953,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积5954,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5955,88.0,90.0,62.0,72.0,78.0,C
切积5956,92.0,70.0,55.0,60.420972335231895,69.35524308380798,F
切积5957,63.0,60.0,55.0,70.0,62.0,F
切积5958,21.0,50.0,55.0,88.0,53.5,F
切积5959,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5960,88.0,90.0,62.0,72.0,78.0,C
切积5961,92.0,70.0,75.0,85.0,80.5,B
切积5962,63.0,60.0,31.0,70.0,56.0,F
切积5963,54.0,50.0,23.0,88.0,53.75,F
切积5964,64.0,54.0,73.0,83.0,68.5,F
切积5965,89.0,36.0,63.0,14.0,50.5,F
切积5966,83.0,26.0,81.0,98.0,72.0,C
切积5967,18.0,51.0,17.0,6.0,23.0,F
切积5968,63.0,60.0,55.0,70.0,62.0,F
切积5969,21.0,50.0,55.0,88.0,53.5,F
切积5970,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5971,88.0,90.0,62.0,72.0,78.0,C
切积5972,92.0,70.0,75.0,85.0,80.5,B
切积5973,63.0,60.0,31.0,70.0,56.0,F
切积5974,54.0,50.0,23.0,88.0,53.75,F
切积5975,64.0,54.0,73.0,83.0,68.5,F
切积5976,89.0,36.0,63.0,14.0,50.5,F
切积5977,83.0,26.0,81.0,98.0,72.0,C
切积5978,18.0,51.0,17.0,6.0,23.0,F
切积5979,33.0,95.0,77.0,95.0,75.0,C
切积5980,86.0,34.0,31.0,18.0,42.25,F
切积5981,61.0,31.0,97.0,69.0,64.5,F
切积5982,79.0,87.0,93.0,86.0,86.25,B
切积5983,68.0,75.0,10.0,58.0,52.75,F
切积5984,36.0,59.0,90.0,54.0,59.75,F
切积5985,55.0,25.0,13.0,30.0,30.75,F
切积5986,63.0,60.0,55.0,70.0,62.0,F
切积5987,21.0,50.0,55.0,88.0,53.5,F
切积5988,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积5989,88.0,90.0,62.0,72.0,78.0,C
切积5990,92.0,70.0,75.0,85.0,80.5,B
切积5991,63.0,60.0,31.0,70.0,56.0,F
切积5992,54.0,50.0,23.0,88.0,53.75,F
切积5993,64.0,54.0,73.0,83.0,68.5,F
切积5994,89.0,36.0,63.0,14.0,50.5,F
切积5995,83.0,26.0,81.0,98.0,72.0,C
切积5996,18.0,51.0,17.0,6.0,23.0,F
切积5997,73.0,89.0,73.0,78.0,78.25,C
切积5998,45.0,11.0,99.0,81.0,59.0,F
切积5999,88.0,10.0,87.0,7.0,48.0,F
切积6000,10.0,67.0,56.0,93.0,56.5,F
切积6001,97.0,82.0,93.0,67.0,84.75,B
切积6002,4.0,86.0,62.0,94.0,61.5,F
切积6003,72.0,47.0,72.0,89.0,70.0,C
切积6004,13.0,56.0,64.0,34.0,41.75,F
切积6005,46.0,56.0,39.0,24.0,41.25,F
切积6006,70.0,41.0,86.0,93.0,72.5,C
切积6007,20.0,88.0,73.0,46.0,56.75,F
切积6008,63.0,60.0,55.0,70.0,62.0,F
切积6009,21.0,50.0,55.0,88.0,53.5,F
切积6010,98.0,90.0,88.0,64.0,85.0,B
切积6011,88.0,90.0,62.0,72.0,78.0,C
切积6012,92.0,70.0,75.0,85.0,80.5,B
切积6013,63.0,60.0,31.0,70.0,56.0,F
切积6014,54.0,50.0,23.0,88.0,53.75,F
切积6015,64.0,54.0,73.0,83.0,68.5,F
切积6016,89.0,36.0,63.0,14.0,50.5,F
切积6017,83.0,26.0,81.0,98.0,72.0,C
切积6018,18.0,51.0,17.0,6.0,23.0,F
切积6019,74.0,85.0,95.0,70.0,81.0,B
切积6020,46.0,56.0,39.0,24.0,41.25,F
切积6021,70.0,41.0,86.0,93.0,72.5,C
切积6022,20.0,88.0,73.0,46.0,56.75,F
切积6023,63.0,60.0,55.0,70.0,62.0,F
切积6024,21.0,50.0,55.0,88.0,53.5,F
切积6025,98.0,90.0,88.0,64.0,85.0,B
切积6026,88.0,90.0,62.0,72.0,78.0,C
切积6027,92.0,70.0,75.0,85.0,80.5,B
切积6028,63.0,60.0,31.0,70.0,56.0,F
切积6029,54.0,50.0,23.0,88.0,53.75,F
切积6030,64.0,54.0,73.0,83.0,68.5,F
切积6031,89.0,36.0,63.0,14.0,50.5,F
切积6032,83.0,26.0,81.0,98.0,72.0,C
切积6033,18.0,51.0,17.0,6.0,23.0,F
切积6034,42.0,92.0,61.0,10.0,51.25,F
切积6035,46.0,56.0,39.0,24.0,41.25,F
切积6036,70.0,41.0,86.0,93.0,72.5,C
切积6037,20.0,88.0,73.0,46.0,56.75,F
切积6038,63.0,60.0,55.0,70.0,62.0,F
切积6039,21.0,50.0,55.0,88.0,53.5,F
切积6040,98.0,90.0,88.0,64.0,85.0,B
切积6041,88.0,90.0,62.0,72.0,78.0,C
切积6042,92.0,70.0,75.0,85.0,80.5,B
切积6043,63.0,60.0,31.0,70.0,56.0,F
切积6044,54.0,50.0,23.0,88.0,53.75,F
切积6045,64.0,54.0,73.0,83.0,68.5,F
切积6046,89.0,36.0,63.0,14.0,50.5,F
切积6047,83.0,26.0,81.0,98.0,72.0,C
切积6048,18.0,51.0,17.0,6.0,23.0,F
切积6049,62.0,69.0,84.0,80.0,73.75,C
切积6050,54.0,34.0,56.0,46.0,47.5,F
切积6051,40.0,67.0,26.0,96.0,57.25,F
切积6052,55.0,85.0,46.0,81.0,66.75,F
切积6053,35.0,53.0,86.0,12.0,46.5,F
切积6054,42.0,59.0,79.0,10.0,47.5,F
切积6055,20.0,83.0,28.0,69.0,50.0,F
切积6056,14.0,53.0,19.0,32.0,29.5,F
切积6057,77.0,75.0,75.0,98.0,81.25,B
切积6058,45.0,30.0,62.0,89.0,56.5,F
切积6059,69.0,47.0,71.0,90.0,69.25,F
切积6060,51.0,57.0,16.0,0.0,31.0,F
切积6061,28.0,69.0,8.0,6.0,27.75,F
切积6062,55.0,46.0,97.0,73.0,67.75,F
切积6063,52.0,79.0,44.0,16.0,47.75,F
切积6064,33.0,62.0,83.0,0.0,44.5,F
切积6065,79.0,12.0,53.0,43.0,46.75,F
切积6066,55.0,56.0,92.0,40.0,60.75,F
切积6067,46.0,56.0,39.0,24.0,41.25,F
切积6068,70.0,41.0,86.0,93.0,72.5,C
切积6069,20.0,88.0,73.0,46.0,56.75,F
切积6070,63.0,60.0,55.0,70.0,62.0,F
切积6071,21.0,50.0,55.0,88.0,53.5,F
切积6072,98.0,90.0,88.0,64.0,85.0,B
切积6073,88.0,90.0,62.0,72.0,78.0,C
切积6074,92.0,70.0,75.0,85.0,80.5,B
切积6075,63.0,60.0,31.0,70.0,56.0,F
切积6076,54.0,50.0,23.0,88.0,53.75,F
切积6077,64.0,54.0,73.0,83.0,68.5,F
切积6078,89.0,36.0,63.0,14.0,50.5,F
切积6079,83.0,26.0,81.0,98.0,72.0,C
切积6080,18.0,51.0,17.0,6.0,23.0,F
切积6081,46.0,56.0,39.0,24.0,41.25,F
切积6082,70.0,41.0,86.0,93.0,72.5,C
切积6083,20.0,88.0,73.0,46.0,56.75,F
切积6084,63.0,60.0,55.0,70.0,62.0,F
切积6085,21.0,50.0,55.0,88.0,53.5,F
切积6086,98.0,90.0,88.0,64.0,85.0,B
切积6087,88.0,90.0,62.0,72.0,78.0,C
切积6088,92.0,70.0,75.0,85.0,80.5,B
切积6089,63.0,60.0,31.0,70.0,56.0,F
切积6090,54.0,50.0,23.0,88.0,53.75,F
切积6091,64.0,54.0,73.0,83.0,68.5,F
切积6092,89.0,36.0,63.0,14.0,50.5,F
切积6093,83.0,26.0,81.0,98.0,72.0,C
切积6094,18.0,51.0,17.0,6.0,23.0,F
切积6095,37.0,27.0,97.0,62.0,55.75,F
切积6096,70.0,20.0,63.0,0.0,38.25,F
切积6097,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积6098,88.0,90.0,62.0,72.0,78.0,C
切积6099,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积6100,63.0,60.0,31.0,70.0,56.0,F
切积6101,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积6102,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积6103,88.0,90.0,62.0,72.0,78.0,C
切积6104,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积6105,63.0,60.0,31.0,70.0,56.0,F
切积6106,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积6107,56.0,49.0,90.0,44.0,59.75,F
切积6108,34.0,28.0,16.0,0.0,19.5,F
切积6109,37.0,13.0,9.0,41.0,25.0,F
切积6110,14.0,17.0,21.0,77.0,32.25,F
切积6111,37.0,20.0,3.0,77.0,34.25,F
切积6112,19.0,97.0,28.0,77.0,55.25,F
切积6113,57.0,85.0,33.0,84.0,64.75,F
切积6114,10.0,21.0,67.0,54.0,38.0,F
切积6115,79.0,74.0,14.0,59.0,56.5,F
切积6116,96.0,67.0,66.0,48.0,69.25,F
切积6117,46.0,25.0,54.0,56.0,45.25,F
切积6118,66.0,32.0,77.0,24.0,49.75,F
切积6119,46.0,25.0,2.0,12.0,21.25,F
切积6120,26.0,10.0,49.0,74.0,39.75,F
切积6121,97.0,68.0,65.0,33.0,65.75,F
切积6122,86.0,70.0,99.0,45.0,75.0,C
切积6123,31.0,62.0,37.0,82.0,53.0,F
切积6124,43.0,88.0,11.0,56.0,49.5,F
切积6125,6.0,98.0,96.0,74.0,68.5,F
切积6126,41.0,75.0,8.0,22.0,36.5,F
切积6127,29.0,45.0,94.0,70.0,59.5,F
切积6128,83.0,84.0,32.0,91.0,72.5,C
切积6129,91.0,1.0,53.0,32.0,44.25,F
切积6130,89.0,59.0,10.0,29.0,46.75,F
切积6131,84.0,58.0,70.0,25.0,59.25,F
切积6132,96.0,95.0,10.0,4.0,51.25,F
切积6133,83.0,7.0,64.0,9.0,40.75,F
切积6134,67.0,38.0,63.0,26.0,48.5,F
切积6135,50.0,72.0,14.0,86.0,55.5,F
切积6136,60.0,28.0,49.0,59.0,49.0,F
切积6137,71.0,11.0,49.0,62.0,48.25,F
切积6138,32.0,63.0,31.0,96.0,55.5,F
切积6139,72.0,6.0,73.0,22.0,43.25,F
切积6140,29.0,93.0,2.0,85.0,52.25,F
切积6141,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积6142,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积6143,88.0,90.0,62.0,72.0,78.0,C
切积6144,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积6145,63.0,60.0,31.0,70.0,56.0,F
切积6146,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积6147,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积6148,88.0,90.0,62.0,72.0,78.0,C
切积6149,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积6150,63.0,60.0,31.0,70.0,56.0,F
切积6151,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积6152,64.0,3.0,73.0,83.0,55.75,F
切积6153,78.0,58.0,20.0,47.0,50.75,F
切积6154,13.0,82.0,57.0,1.0,38.25,F
切积6155,4.0,11.0,81.0,76.0,43.0,F
切积6156,3.0,25.0,26.0,67.0,30.25,F
切积6157,96.0,78.0,1.0,6.0,45.25,F
切积6158,78.0,31.0,70.0,91.0,67.5,F
切积6159,4.0,63.0,59.0,23.0,37.25,F
切积6160,29.0,67.0,49.0,28.0,43.25,F
切积6161,93.0,56.0,63.0,55.0,66.75,F
切积6162,57.0,65.0,12.0,47.0,45.25,F
切积6163,20.0,74.0,56.0,17.0,41.75,F
切积6164,6.0,61.0,0.0,20.0,21.75,F
切积6165,3.0,11.0,83.0,45.0,35.5,F
切积6166,4.0,82.0,88.0,69.0,60.75,F
切积6167,62.0,5.0,92.0,67.0,56.5,F
切积6168,4.0,12.0,73.0,73.0,40.5,F
切积6169,84.0,58.0,70.0,25.0,59.25,F
切积6170,96.0,95.0,10.0,4.0,51.25,F
切积6171,83.0,7.0,64.0,9.0,40.75,F
切积6172,67.0,38.0,63.0,26.0,48.5,F
切积6173,50.0,72.0,14.0,86.0,55.5,F
切积6174,60.0,28.0,49.0,59.0,49.0,F
切积6175,71.0,11.0,49.0,62.0,48.25,F
切积6176,32.0,63.0,31.0,96.0,55.5,F
切积6177,72.0,6.0,73.0,22.0,43.25,F
切积6178,29.0,93.0,2.0,85.0,52.25,F
切积6179,60.26651228352799,56.0,64.0,24.0,51.066628070882,F
切积6180,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积6181,88.0,90.0,62.0,72.0,78.0,C
切积6182,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积6183,63.0,60.0,31.0,70.0,56.0,F
切积6184,21.0,50.0,56.16032972694487,88.0,53.79008243173622,F
切积6185,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积6186,88.0,90.0,62.0,72.0,78.0,C
切积6187,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积6188,63.0,60.0,31.0,70.0,56.0,F
切积6189,54.0,50.0,56.16032972694487,88.0,62.04008243173622,F
切积6190,64.0,3.0,73.0,83.0,55.75,F
切积6191,83.0,91.0,32.0,99.0,76.25,C
切积6192,5.0,55.0,11.0,65.0,34.0,F
切积6193,7.0,40.0,10.0,3.0,15.0,F
切积6194,55.0,46.0,74.0,35.0,52.5,F
切积6195,97.0,70.0,20.0,27.0,53.5,F
切积6196,92.0,61.0,42.0,88.0,70.75,C
切积6197,16.0,10.0,41.0,55.0,30.5,F
切积6198,47.0,33.0,64.0,65.0,52.25,F
切积6199,14.0,40.0,90.0,41.0,46.25,F
切积6200,3.0,74.0,48.0,49.0,43.5,F
切积6201,52.0,64.0,68.0,85.0,67.25,F
切积6202,26.0,87.0,93.0,36.0,60.5,F
切积6203,30.0,51.0,30.0,62.0,43.25,F
切积6204,72.0,44.0,80.0,13.0,52.25,F
切积6205,35.0,49.0,30.0,41.0,38.75,F
切积6206,52.0,60.0,1.0,14.0,31.75,F
切积6207,12.0,65.0,86.0,76.0,59.75,F
切积6208,79.0,21.0,11.0,41.0,38.0,F
切积6209,13.0,33.0,72.0,92.0,52.5,F
切积6210,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积6211,88.0,90.0,62.0,72.0,78.0,C
切积6212,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积6213,63.0,60.0,31.0,70.0,56.0,F
切积6214,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积6215,98.0,57.06990788126919,88.0,64.0,76.76747697031729,C
切积6216,88.0,90.0,62.0,72.0,78.0,C
切积6217,92.0,70.0,56.16032972694487,60.420972335231895,69.64532551554419,F
切积6218,63.0,60.0,31.0,70.0,56.0,F
切积6219,100.0,50.0,56.16032972694487,88.0,73.54008243173621,C
切积6220,56.0,49.0,90.0,44.0,59.75,F
切积6221,34.0,28.0,16.0,0.0,19.5,F
